Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Gap	HG-1300	4	AC108519.4	AC116655.7	TPF Analysis	"Chr. 4 Reference Assembly Gap"	Stalled	"The gap flanking components each terminate in unresolved tandem repeat. We are unable to sequence through this repeat with current technologies and have exhausted all other options. Efforts to close this gap are now stalled."	"There is a reference assembly gap between components AC108519.4 and AC116655.7."	na	2015-07-23T17:21:34.000-0400	na	Unresolved	"na"	na	na	GRCh37	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:9104277:@:9570866:@:4:@@@:AC108519:::7:@@@:AC116655:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:9102551:@:9454195:@:4:@@@:AC108519:::7:@@@:AC116655:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-133	4	AC144557.2	AC116655.7	RefSeq Report	"GeneID: 650293 (LOC650293), assembly gap"	Resolved	"none"	"RefSeq NM_001040071.1 (LOC650293), currently missing from the reference genome, may be located in the gap between reference components AC144557.2 and AC116655.7"	na	2015-07-23T17:21:24.000-0400	na	GRC Resolved by Electronic Means	"A contig composed of AC116612 - AC073648 - AC108519 has been placed in the gap between AC144557.2 and AC116655.7.  Transcript NM_001040071.1 has a perfect alignment to AC073648."	na	GRCh37	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:8728673:@:9570866:@:2:@@@:AC144557:::7:@@@:AC116655:@:alignment:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:8726947:@:9454195:@:2:@@@:AC144557:::7:@@@:AC116655:@:alignment:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-1335	4	AC020698.4	AF250324.1	TPF Analysis	"Chr. 4 CHORI-17 Pathway"	Resolved	"none"	"Several clones have been selected for sequencing that align near the AC020698.4 - AF250324.1 region of Chr. 4. These may be used to improve the reference or to represent an alternate haplotype."	na	2015-12-15T10:34:36.000-0500	na	GRC Resolved by Experimental Method	"AC243969.3 contains an additional 9kb of tandem repeat relative to the reference and has been added as an ALT_LOCI.  The sequence of AC243969.3 has been updated to AC243969.4 for GRCh39, and this change has been reported in HG-2364."	GRCh38:ALT	GRCh38	GRCh37	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190283012:@:190828225:@:4:@@@:AC020698:::1:@@@:AF250324:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:189361858:@:189907070:@:4:@@@:AC020698:::1:@@@:AF250324:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270925.1:@:NT_187679.1:@:ALT_SCAFFOLD:@:1:@:555799:@:4:@@@:AC020698:::1:@@@:AF250324:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Path Problem	HG-1345	4	AC074378.4	AC140484.1	TPF Analysis	"ALT_REF_LOCI_8 (UGT2B17) reference anchor switch point"	Resolved	"none"	"Incorrect switch point in ALT_REF_LOCI_8 (UGT2B17) between the reference anchor and the first haplotype-specific clone result in the anchor sequence being used over the correct haplotype sequence in the alt loci."	na	2015-07-23T17:21:35.000-0400	na	GRC Resolved by Electronic Means	"Switch point curated so that the haplotype-specific sequence is represented in the alt loci over the reference anchor."	na	GRCh38	GRCh37	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:69172077:@:69326385:@:4:@@@:AC074378:::1:@@@:AC140484:@:component:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL000257.1:@:NT_167250.1:@:ALT_SCAFFOLD:@:1:@:154307:@:4:@@@:AC074378:::1:@@@:AC140484:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:68306359:@:68460667:@:4:@@@:AC074378:::1:@@@:AC140484:@:component:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL000257.2:@:NT_167250.2:@:ALT_SCAFFOLD:@:1:@:152357:@:4:@@@:AC074378:::1:@@@:AC140484:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1368	4	AL136537.4	AL136537.4	TPF Analysis	"AL136537.4 is a Phase 2 Clone in the Reference"	Open	"none"	"Sequence from phase 2 reference clone AL136537.4 should be replaced with finished sequence."	na	2016-01-13T11:09:19.000-0500	na	Unresolved	"na"	na	na	GRCh37	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:37000461:@:37159757:@:4:@@@:AL136537:::4:@@@:AL136537:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:36998839:@:37158135:@:4:@@@:AL136537:::4:@@@:AL136537:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1624	4	AC097493.3	AC097493.3	TPF Analysis	"Assembly component AC097493.3 contains sequence present in the 1kG ph1 decoy but absent from the GRCh37.p10 assembly"	Resolved	"none"	"Assembly component AC097493.3 contains sequence present in the 1kG ph1 decoy but absent from the GRCh37.p10 assembly"	na	2015-07-23T17:21:29.000-0400	na	GRC Resolved by Electronic Means	"The sequence of AC097493.3 will be used through its overlap with AC116655.7 to capture this 1kG ph1 decoy sequence in GRCh38."	na	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:9570867:@:9619452:@:3:@@@:AC097493:::3:@@@:AC097493:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:9454196:@:9617828:@:3:@@@:AC097493:::3:@@@:AC097493:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Localization Problem	HG-1641	4	AL583842.40	AL583842.40	TPF Analysis	"Former 1q21 pericentromeric sequence AL583842.40 needs to be localized"	Under Review	"AL583842 has been placed on the Chr. 4 Unl. TPF."	"Former 1q21 pericentromeric sequence AL583842 needs to be localized"	na	2014-08-12T14:12:39.000-0400	na	Unresolved	"na"	na	na	GRCh37	na	na	na	MAPPED:@:CM000663.1:@:NC_000001.10:@:CHROMOSOME:@:142535435:@:142731022:@:40:@@@:AL583842:::40:@@@:AL583842:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL000008.2:@:NT_113793.3:@:UNLOC_SCAFFOLD:@:1:@:195588:@:40:@@@:AL583842:::40:@@@:AL583842:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-169	4	AC104828.4	AC104828.4	RefSeq Report	"GeneID: 8615 (USO1), poor quality (includes component misassembly)"	Resolved	"none"	"Some sequence of the transcript NM_003715.1 does not align to the reference assembly, suggesting a deletion in the assembly."	PCR	2014-11-09T23:09:17.000-0500	na	GRC Resolved by Electronic Means	"AEKP01043041.1 has been used to patch the deletion in NC_000004.11 component AC104828.4, which provides representation for NM_003715.2 GeneID: 8615 (USO1)."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:76514075:@:76695563:@:4:@@@:AC104828:::4:@@@:AC104828:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:75588891:@:75774410:@:4:@@@:AC104828:::4:@@@:AC104828:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1729	4	AC238651.3	AC238651.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC238651.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC238651.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:02:47.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC238651.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:187857372:@:187904122:@:3:@@@:AC238651:::3:@@@:AC238651:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270785.1:@:NT_187542.1:@:ALT_SCAFFOLD:@:15827:@:54819:@:3:@@@:AC238651:::3:@@@:AC238651:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:186936218:@:186982968:@:3:@@@:AC238651:::3:@@@:AC238651:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1731	4	AC212995.3	AC212995.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC212995.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC212995.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2015-07-23T17:21:38.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC212995.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190747420:@:190778031:@:3:@@@:AC212995:::3:@@@:AC212995:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270786.1:@:NT_187543.1:@:ALT_SCAFFOLD:@:159819:@:193902:@:3:@@@:AC212995:::3:@@@:AC212995:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:189826266:@:189856876:@:3:@@@:AC212995:::3:@@@:AC212995:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270896.1:@:NT_187650.1:@:ALT_SCAFFOLD:@:159819:@:194348:@:3:@@@:AC212995:::3:@@@:AC212995:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270925.1:@:NT_187679.1:@:ALT_SCAFFOLD:@:474995:@:505605:@:3:@@@:AC212995:::3:@@@:AC212995:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1732	4	AC208866.4	AC208866.4	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC208866.4 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC208866.4 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:02:52.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC208866.4 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:189397719:@:189431105:@:4:@@@:AC208866:::4:@@@:AC208866:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270789.1:@:NT_187545.1:@:ALT_SCAFFOLD:@:135143:@:173536:@:4:@@@:AC208866:::4:@@@:AC208866:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:188476565:@:188509951:@:4:@@@:AC208866:::4:@@@:AC208866:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1733	4	AC146634.1	AC146634.1	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC146634.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC146634.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2013-07-06T14:00:00.000-0400	na	GRC-Duplicate	"AC146634.1 has been placed on the Chr. 21 TPF, so this decoy has been captured for GRCh38.  This change was tracked in HG-1097."	na	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190538364:@:190581574:@:1:@@@:AC146634:::1:@@@:AC146634:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:9693941:@:9734686:@:1:@@@:AC146634:::1:@@@:AC146634:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1734	4	AC124864.3	AC124864.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC124864.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC124864.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2013-07-06T14:37:40.000-0400	na	GRC-Duplicate	"AC124864.3 has been placed on the Chr. 21 TPF, so this decoy has been captured for GRCh38.  This change was tracked in HG-1097."	na	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190579577:@:190684480:@:3:@@@:AC124864:::3:@@@:AC124864:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:158557848:@:190684480:@:3:@@@:AC124864:::3:@@@:AC124864:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383561.2:@:NW_003315950.2:@:ALT_SCAFFOLD:@:262547:@:321832:@:3:@@@:AC124864:::3:@@@:AC124864:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383561.2:@:NW_003315950.2:@:ALT_SCAFFOLD:@:262540:@:331278:@:3:@@@:AC124864:::3:@@@:AC124864:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:9527144:@:9693940:@:3:@@@:AC124864:::3:@@@:AC124864:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1735	4	AC226374.1	AC226374.1	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC226374.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC226374.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2015-07-23T17:21:39.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC226374.1 present in the 1kG ph1 decoy but absent from the Reference assembly"	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190733421:@:190897542:@:1:@@@:AC226374:::1:@@@:AC226374:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL877872.1:@:NW_003571034.1:@:ALT_SCAFFOLD:@:1:@:69317:@:1:@@@:AC226374:::1:@@@:AC226374:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270896.1:@:NT_187650.1:@:ALT_SCAFFOLD:@:145820:@:313918:@:1:@@@:AC226374:::1:@@@:AC226374:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:189812267:@:189976387:@:1:@@@:AC226374:::1:@@@:AC226374:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270786.1:@:NT_187543.1:@:ALT_SCAFFOLD:@:145820:@:244096:@:1:@@@:AC226374:::1:@@@:AC226374:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270925.1:@:NT_187679.1:@:ALT_SCAFFOLD:@:460996:@:555799:@:1:@@@:AC226374:::1:@@@:AC226374:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1736	4	AC210756.2	AC210756.2	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC210756.2 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC210756.2 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:02:56.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC210756.2 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:21565374:@:21599679:@:2:@@@:AC210756:::2:@@@:AC210756:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270790.1:@:NT_187540.1:@:ALT_SCAFFOLD:@:42385:@:83892:@:2:@@@:AC210756:::2:@@@:AC210756:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:21563751:@:21598056:@:2:@@@:AC210756:::2:@@@:AC210756:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1737	4	AC116618.4	AC116618.4	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC116618.4 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC116618.4 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2013-07-06T13:51:19.000-0400	na	GRC-Duplicate	"The capture of this decoy sequence was reported and tracked in HG-1659 and has been added to the Chr. 22 Unl TPF."	na	GRCh38	na	na	na	na	MAPPED:@:CM000682.1:@:NC_000020.10:@:CHROMOSOME:@:29580761:@:29651826:@:4:@@@:AC116618:::4:@@@:AC116618:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000682.1:@:NC_000020.10:@:CHROMOSOME:@:29580761:@:29647812:@:4:@@@:AC116618:::4:@@@:AC116618:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL000219.1:@:NT_167213.1:@:UNLOC_SCAFFOLD:@:59620:@:161802:@:4:@@@:AC116618:::4:@@@:AC116618:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000684.2:@:NC_000022.11:@:CHROMOSOME:@:12488691:@:12641730:@:4:@@@:AC116618:::4:@@@:AC116618:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1738	4	AC220966.3	AC220966.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC220966.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC220966.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:02:57.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC220996.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:56585581:@:56619913:@:3:@@@:AC220966:::3:@@@:AC220966:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270787.1:@:NT_187541.1:@:ALT_SCAFFOLD:@:41320:@:79936:@:3:@@@:AC220966:::3:@@@:AC220966:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:55719414:@:55753747:@:3:@@@:AC220966:::3:@@@:AC220966:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1739	4	AC104652.3	AC104652.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC104652.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC104652.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:02:59.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC104652.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:121099930:@:121223986:@:3:@@@:AC104652:::3:@@@:AC104652:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270788.1:@:NT_187544.1:@:ALT_SCAFFOLD:@:14577:@:144782:@:3:@@@:AC104652:::3:@@@:AC104652:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:120178775:@:120302831:@:3:@@@:AC104652:::3:@@@:AC104652:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-174	4	Z95704.1	Z95704.1	RefSeq Report	"GeneID: 152687 (ZNF595), poor quality (includes component misassembly)"	Resolved	"none"	"Transcript NM_182524.1 aligns poorly to the reference component Z95704.1."	Clone Sequencing	2015-07-23T17:21:28.000-0400	1000 Genomes	GRC Resolved by Experimental Method	"AC253576.2 has been sequenced and replaces a portion of Z95704.1 and all of AC118278.4, improving the alignment of transcript NM_182524.1."	GRCh37:FIX	GRCh37.p13,GRCh38	Build 36	KE332496.1	NW_004775427.1	ZNF595_ZNF718	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:10001:@:128767:@:1:@@@:Z95704:::1:@@@:Z95704:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KE332496.1:@:NW_004775427.1:@:ALT_SCAFFOLD:@:1:@:15700:@:1:@@@:Z95704:::1:@@@:Z95704:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:10001:@:25700:@:1:@@@:Z95704:::1:@@@:Z95704:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Path Problem	HG-2	4	AC074378.4	AC093720.2	User Report	"UGT2B17- representing two alleles in the reference assembly"	Resolved	"none"	"Haplotype expansion surrounding the gap between AC074378.4 and AC093720.2"	na	2015-12-15T10:33:50.000-0500	na	GRC Resolved by Experimental Method	"Both the insertion and deletion pathways are complete, which should close a type 3 gap and remove a red ball join.  \nInsertion Allele:\nAC074378\nAC079749\nAC134921\nAC147055\nAC093720\nAC021146\n\nDeletion Allele:\nAC074378\nAC140484\nAC019173\nAC226496\nAC021146"	GRCh38:ALT	GRCh37	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:69172077:@:69662176:@:4:@@@:AC074378:::2:@@@:AC093720:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL000257.1:@:NT_167250.1:@:ALT_SCAFFOLD:@:1:@:374427:@:4:@@@:AC074378:::2:@@@:AC093720:@:component:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:68306359:@:68796458:@:4:@@@:AC074378:::2:@@@:AC093720:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL000257.2:@:NT_167250.2:@:ALT_SCAFFOLD:@:1:@:372477:@:4:@@@:AC074378:::2:@@@:AC093720:@:component:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
