id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
MG-3593	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	21670001	22988021	4,2	AC122819,AC167199	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3593	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	22455020	23773040	4,2	AC122819,AC167199	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3748	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	128289105	128392908	3,3	AC149220,AC149220	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3748	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	135432619	135536422	3,3	AC149220,AC149220	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3750	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	59532713	60003085	4,1	AC168073,AC172750	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3750	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	66788083	67147971	4,1	AC168073,AC172750	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3760	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	15357711	15695211	2,2	AC189028,AC189028	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3760	7	MAPPED	GL456220.1	NT_166308.1	UNLOC_SCAFFOLD	1	136522	2,2	AC189028,AC189028	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3888	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3390132	3414999	1,1	CAAA01193828,CAAA01193828	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3888	7	MAPPED	JH792828.1	NW_004058052.1	ALT_SCAFFOLD	388648	413515	1,1	CAAA01193828,CAAA01193828	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3888	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3390473	3415366	1,1	CAAA01193828,CAAA01193828	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3889	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3390132	3414999	1,1	CAAA01193828,CAAA01193828	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3889	7	MAPPED	JH792828.1	NW_004058052.1	ALT_SCAFFOLD	388648	413515	1,1	CAAA01193828,CAAA01193828	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3889	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3390473	3415366	1,1	CAAA01193828,CAAA01193828	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3890	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	56098635	56273481	10,10	AC102150,AC102150	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3890	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	63354005	63528851	10,10	AC102150,AC102150	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3891	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	79027212	79275745	12,12	AC110520,AC110520	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3891	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	86172098	86420631	12,12	AC110520,AC110520	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-39	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-39	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3901	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	141699184	141701502	1,1	CAAA01221083,CAAA01221083	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3901	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	148885089	148887407	1,1	CAAA01221083,CAAA01221083	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3941	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	59532713	60003085	4,1	AC168073,AC172750	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3941	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	66788083	67147971	4,1	AC168073,AC172750	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3948	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	7777530	8744577	5,1	AC134573,AC190408	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3948	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	7730241	8140637	5,1	AC134573,AC190408	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3949	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	8744578	9586554	2,2	AC188465,AC188462	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3949	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	8140638	8393310	2,2	AC188465,AC188462	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3950	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	7934995	9586554	2,2	AC188462,AC188456	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3950	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	8231955	8671340	2,2	AC188462,AC188456	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3951	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	7934995	9456568	2,6	AC188456,AC188452	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3951	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	8443311	8934553	2,6	AC188456,AC188452	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3952	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	8597676	8830394	4,2	AC193792,AC188822	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3955	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	6165643	6549948	4,4	AC148989,AC188461	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3956	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	7777530	8744577	5,1	AC134573,AC190408	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3956	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	7730241	8140637	5,1	AC134573,AC190408	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3957	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	8744578	9586554	2,2	AC188465,AC188462	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3957	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	8140638	8393310	2,2	AC188465,AC188462	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3958	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	20694918	22768229	4,2	AC186031,AC171682	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3958	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	21280267	21643316	4,2	AC186031,AC171682	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3959	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	21323497	21505237	4,4	AC168909,AC168909	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3959	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	22249459	22290265	4,4	AC168909,AC168909	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3968	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3968	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-40	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-40	7	MAPPED	GL456219.1	NT_166307.1	UNLOC_SCAFFOLD	1	175968	26,26	AC102264,AC102264	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4081	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	145220187	145322782	3,3	AC132081,AC132081	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4081	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	152406092	152508687	3,3	AC132081,AC132081	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4151	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3000001	3475222	3,9	AC132586,AC217111	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4151	7	MAPPED	JH792828.1	NW_004058052.1	ALT_SCAFFOLD	1	473738	3,9	AC132586,AC217111	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4152	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3475223	3606965	2,3	AC240460,AC242593	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4152	7	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4154	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	38571176	38868213	3,3	AC237159,AC238840	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4154	7	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4155	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	38868214	39311802	8,6	AC147801,AC129176	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4155	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	46356195	46611354	8,6	AC147801,AC129176	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4163	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	59696836	60003085	2,1	AC221015,AC172750	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4171	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	138934711	139209025	3,2	AC241620,AC174642	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4185	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	104270146	104538826	4,4	AC142110,AC122400	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4185	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	111418660	111687340	4,4	AC142110,AC122400	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4279	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	6165643	6439378	4,5	AC148989,AC188607	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-5	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	13213266	13364618	9,9	AC161792,AC161792	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-5	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	13798615	13949967	9,9	AC161792,AC161792	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-59	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3390132	3423051	1,1	CAAA01193828,CAAA01093134	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-59	7	MAPPED	JH792828.1	NW_004058052.1	ALT_SCAFFOLD	388648	421567	1,1	CAAA01193828,CAAA01093134	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-59	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3390473	3423714	1,1	CAAA01193828,CAAA01093134	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-67	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3304937	3330845	1,1	CAAA01220521,CAAA01181229	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-67	7	MAPPED	JH792828.1	NW_004058052.1	ALT_SCAFFOLD	303453	329361	1,1	CAAA01220521,CAAA01181229	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-67	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3305193	3331154	1,1	CAAA01220521,CAAA01181229	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-72	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	47391478	47591104	24,24	AC138678,AC138678	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-72	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	54646848	54846474	24,24	AC138678,AC138678	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-93	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	104685710	104851871	6,6	AC110621,AC110621	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-93	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	111834224	112000385	6,6	AC110621,AC110621	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-98	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	106423782	106620326	3,3	AC147246,AC135236	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-98	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	113567296	113763840	3,3	AC147246,AC135236	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-100	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	129056507	129199008	8,8	AC148114,AC148114	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-100	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	131580407	131722908	8,8	AC148114,AC148114	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-121	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-121	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-152	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-152	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-158	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20812179	20948991	2,2	AC140205,AC140205	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-158	8	MAPPED	GL456222.1	NT_166309.1	UNLOC_SCAFFOLD	1	140215	2,2	AC140205,AC140205	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-190	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	70673831	70845694	2,2	AC162446,AC162446	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-190	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	73197730	73369593	2,2	AC162446,AC162446	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-202	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	54308314	54514573	12,12	AC107780,AC107780	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-202	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	55393668	55624256	12,12	AC107780,AC107780	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-26	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-26	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-28	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-28	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3161	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3161	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3225	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	93042581	93357132	3,7	AC121985,AC162949	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3225	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	95566480	95881031	3,7	AC121985,AC162949	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3610	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	19678046	20443135	8,15	AC148089,AC152164	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3610	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	19678046	20038713	8,15	AC148089,AC152164	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3611	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20257551	21077882	15,12	AC152164,AC161189	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3611	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	19853129	22217561	15,12	AC152164,AC161189	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3612	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	21196977	21619175	3,4	AC129174,AC133094	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3612	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	22336656	22729647	3,4	AC129174,AC133094	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3613	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	33974437	34079783	6,3	AC168310,AC171318	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3613	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	35084909	35142837	6,3	AC168310,AC171318	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3614	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	38999915	39352959	2,3	AC168314,AC174643	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3614	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	40062969	40438313	2,3	AC168314,AC174643	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3615	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	55056749	55587323	7,16	AC164586,AC148768	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3615	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	56142102	58066120	7,16	AC164586,AC148768	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3616	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	64777896	64997694	2,16	AC140351,AC099723	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3616	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	67256693	67521593	2,16	AC140351,AC099723	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3617	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	72579549	72862283	3,14	AC182435,AC171917	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3617	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	75103448	75386182	3,14	AC182435,AC171917	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3665	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	104308408	104407027	4,4	AC121952,AC121952	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3665	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	106832308	106930927	4,4	AC121952,AC121952	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3751	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	70673831	70845694	2,2	AC162446,AC162446	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3751	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	73197730	73369593	2,2	AC162446,AC162446	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3762	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20812179	20948991	2,2	AC140205,AC140205	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3762	8	MAPPED	GL456222.1	NT_166309.1	UNLOC_SCAFFOLD	1	140215	2,2	AC140205,AC140205	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3763	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	124989914	125166553	4,4	AC168060,AC168060	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3763	8	MAPPED	GL456223.1	NT_166310.1	UNLOC_SCAFFOLD	1	177422	4,4	AC168060,AC168060	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3764	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	19903129	20078123	7,7	AC168205,AC168205	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3764	8	MAPPED	GL456224.1	NT_166311.1	UNLOC_SCAFFOLD	1	174995	7,7	AC168205,AC168205	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3858	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	117087857	117130089	5,5	AC108436,AC108436	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3858	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	119611757	119653989	5,5	AC108436,AC108436	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3859	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	120550782	120700713	9,9	AC103360,AC103360	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3859	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	123074682	123224613	9,9	AC103360,AC103360	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3934	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	116941441	117087856	6,6	AC162858,AC162858	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3934	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	119465341	119611756	6,6	AC162858,AC162858	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4013	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	43910617	44145092	3,3	AC165441,AC165441	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4013	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	45095057	45230446	3,3	AC165441,AC165441	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4019	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	129174651	129214971	2,2	AC183499,AC183499	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4019	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	131722909	131738871	2,2	AC183499,AC183499	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4153	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	64777896	64914107	2,3	AC140351,AC242529	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4156	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	19678046	20078123	8,7	AC148089,AC168205	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4157	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20078124	20443135	3,15	AC241392,AC152164	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4158	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20257551	20712178	15,3	AC152164,AC240744	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4159	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	20493136	20948991	3,2	AC240744,AC140205	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4160	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	55056749	55547429	7,2	AC164586,AC242883	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4244	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4244	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-52	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-52	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-62	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	93294120	93515946	5,5	AC162945,AC162945	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-62	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	95881032	96039846	5,5	AC162945,AC162945	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-63	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-63	8	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-77	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	64777896	64818973	2,1	AC140351,CAAA01063301	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-77	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	67256693	67336823	2,1	AC140351,CAAA01063301	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-78	8	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	38999915	39155164	2,1	AC168314,CAAA01027656	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-78	8	MAPPED	CM001001.1	NC_000074.5	CHROMOSOME	40062969	40240518	2,1	AC168314,CAAA01027656	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
