id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
HG-1340	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	67603123	69489542	11,8	AL355151,CR769776	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1340	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	64317968	67630804	11,8	AL355151,CR769776	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1410	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	139136890	139252828	2,3	CR392000,BX649589	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1410	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	136245044	136358376	2,3	CR392000,BX649589	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1430	9	MAPPED	GL000200.1	NT_113915.1	UNLOC_SCAFFOLD	1	187035	4,4	BX088588,BX088588	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1430	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	42332069	42519290	4,4	BX088588,BX088588	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1431	9	MAPPED	GL000201.1	NT_113911.1	UNLOC_SCAFFOLD	1	36148	1,1	AC002321,AC002321	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1431	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	133551792	133588716	1,1	AC002321,AC002321	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1500	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	137025633	137247659	2,21	BX649601,AL354796	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1500	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	134160511	134355813	2,21	BX649601,AL354796	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1501	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	137025633	137247659	2,21	BX649601,AL354796	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1501	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	134160511	134355813	2,21	BX649601,AL354796	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1502	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	132892850	133396083	22,10	AL360004,AL354898	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1502	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	130130571	130520696	22,10	AL360004,AL354898	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1503	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	42663956	71130847	5,13	AC129778,AL161457	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1503	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	65847316	68515931	5,13	AC129778,AL161457	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1601	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	117157773	117288064	16,16	AL138895,AL138895	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1601	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	114395493	114525784	16,16	AL138895,AL138895	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1664	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	136049442	136133344	9,9	AL732364,AL732364	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1664	9	MAPPED	GL339450.1	NW_003315925.1	ALT_SCAFFOLD	1	27097	9,9	AL732364,AL732364	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1664	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	133172055	133259957	9,9	AL732364,AL732364	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1664	9	MAPPED	KN196479.1	NW_009646201.1	ALT_SCAFFOLD	1	86051	9,9	AL732364,AL732364	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1683	9	MAPPED	GL000199.1	NT_113916.2	UNLOC_SCAFFOLD	1	169874	10,10	BX088702,BX088702	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1683	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	60518559	60688432	10,10	BX088702,BX088702	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1689	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	73299064	73447796	12,12	AL159990,AL159990	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1689	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	70684148	70832880	12,12	AL159990,AL159990	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-17	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	136133345	136317857	23,23	AL158826,AL158826	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-17	9	MAPPED	GL339450.1	NW_003315925.1	ALT_SCAFFOLD	84052	278829	23,23	AL158826,AL158826	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-17	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	133257958	133452735	23,23	AL158826,AL158826	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-17	9	MAPPED	KN196479.1	NW_009646201.1	ALT_SCAFFOLD	84052	278829	23,23	AL158826,AL158826	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1870	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	104098153	104127401	3,3	AC216089,AC216089	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1870	9	MAPPED	KI270823.1	NT_187578.1	ALT_SCAFFOLD	387074	425910	3,3	AC216089,AC216089	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1870	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	101335871	101365119	3,3	AC216089,AC216089	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1873	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	69762021	70167826	2,2	AC240743,AC240743	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1873	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	70379170	70418748	2,2	AC240743,AC240743	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1873	9	MAPPED	KI270717.1	NT_187372.1	UNLOC_SCAFFOLD	1	40062	2,2	AC240743,AC240743	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1874	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	70835469	70856989	1,1	AC174064,AC174064	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1874	9	MAPPED	JH636059.1	NW_003871067.1	ALT_SCAFFOLD	1	21521	1,1	AC174064,AC174064	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1874	9	MAPPED	KI270718.1	NT_187373.1	UNLOC_SCAFFOLD	1	38054	1,1	AC174064,AC174064	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1875	9	MAPPED	CM000683.1	NC_000021.8	CHROMOSOME	10507970	10647896	17,17	AL162252,AL162252	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1875	9	MAPPED	KI270719.1	NT_187374.1	UNLOC_SCAFFOLD	1	176845	17,17	AL162252,AL162252	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1876	9	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29617236	29638812	2,2	AC241982,AC241982	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1876	9	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29617236	29653908	2,2	AC241982,AC241982	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1876	9	MAPPED	KI270720.1	NT_187375.1	UNLOC_SCAFFOLD	1	39050	2,2	AC241982,AC241982	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1880	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	7057059	7151190	13,13	AL137020,AL137020	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1880	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	6968587	7151190	13,13	AL137020,AL137020	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1973	9	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29617236	29638812	2,2	AC241982,AC241982	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1973	9	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29617236	29653908	2,2	AC241982,AC241982	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1973	9	MAPPED	KI270720.1	NT_187375.1	UNLOC_SCAFFOLD	1	39050	2,2	AC241982,AC241982	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1974	9	MAPPED	CM000683.1	NC_000021.8	CHROMOSOME	10507970	10647896	17,17	AL162252,AL162252	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1974	9	MAPPED	KI270719.1	NT_187374.1	UNLOC_SCAFFOLD	1	176845	17,17	AL162252,AL162252	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1975	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	70835469	70856989	1,1	AC174064,AC174064	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1975	9	MAPPED	JH636059.1	NW_003871067.1	ALT_SCAFFOLD	1	21521	1,1	AC174064,AC174064	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1975	9	MAPPED	KI270718.1	NT_187373.1	UNLOC_SCAFFOLD	1	38054	1,1	AC174064,AC174064	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1976	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	69762021	70167826	2,2	AC240743,AC240743	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1976	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	70379170	70418748	2,2	AC240743,AC240743	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1976	9	MAPPED	KI270717.1	NT_187372.1	UNLOC_SCAFFOLD	1	40062	2,2	AC240743,AC240743	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2030	9	MAPPED	GL339450.1	NW_003315925.1	ALT_SCAFFOLD	1	176579	10,10	AL732364,AL772161	alignment	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2030	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	136047442	136217340	10,10	AL732364,AL772161	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2030	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	133174055	133350485	10,10	AL732364,AL772161	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2030	9	MAPPED	KN196479.1	NW_009646201.1	ALT_SCAFFOLD	1	176579	10,10	AL732364,AL772161	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-210	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	140095419	140121598	1,1	BX322591,BX322591	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-210	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	140095419	140115818	1,1	BX322591,BX322591	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-210	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	137200967	137221366	1,1	BX322591,BX322591	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2156	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	8983671	9142737	15,15	AL353638,AL353638	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2156	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	8983671	9142737	15,15	AL353638,AL353638	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2156	9	MAPPED	KQ090018.1	NW_013171804.1	ALT_SCAFFOLD	1	163882	15,15	AL353638,AL353638	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2157	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	24949707	25079411	10,10	AL355975,AL355975	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2157	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	24949709	25079413	10,10	AL355975,AL355975	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2157	9	MAPPED	KQ090019.1	NW_013171805.1	ALT_SCAFFOLD	1	134099	10,10	AL355975,AL355975	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2158	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	91274307	91293953	14,14	BX537321,BX537321	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2158	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	88659392	88679038	14,14	BX537321,BX537321	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2159	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	128552947	128621139	17,17	AL627303,AL627303	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2159	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	125790668	125858860	17,17	AL627303,AL627303	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2160	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	134162273	134273121	26,26	AL354855,AL354855	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2160	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	131286886	131397734	26,26	AL354855,AL354855	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2161	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	138193621	138299511	37,37	AL353615,AL353615	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2161	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	135301775	135407665	37,37	AL353615,AL353615	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2240	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	92484780	92528796	1,1	AEKP01166227,AEKP01166227	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2240	9	MAPPED	KB663605.1	NW_004504301.1	ALT_SCAFFOLD	111910	155926	1,1	AEKP01166227,AEKP01166227	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2240	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	89881274	89885054	1,1	AEKP01166227,AEKP01166227	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2321	9	MAPPED	GL339450.1	NW_003315925.1	ALT_SCAFFOLD	1	86051	10,10	AL732364,AL732364	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2321	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	136047442	136135361	10,10	AL732364,AL732364	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2321	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	133174055	133259957	10,10	AL732364,AL732364	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2321	9	MAPPED	KN196479.1	NW_009646201.1	ALT_SCAFFOLD	1	27097	10,10	AL732364,AL732364	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2328	9	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2328	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	89885055	89904895	3,3	FO681513,FO681513	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-240	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	140095419	140121598	1,1	BX322591,BX322591	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-240	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	140095419	140115818	1,1	BX322591,BX322591	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-240	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	137200967	137221366	1,1	BX322591,BX322591	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-252	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	132892850	133396083	22,10	AL360004,AL354898	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-252	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	130130571	130520696	22,10	AL360004,AL354898	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-50	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	92286339	92528796	34,3	AL606807,BX470209	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-50	9	MAPPED	KB663605.1	NW_004504301.1	ALT_SCAFFOLD	1	155926	34,3	AL606807,BX470209	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-50	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	89671424	89827349	34,3	AL606807,BX470209	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-51	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	92443417	92717074	3,7	BX470209,AL451122	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-51	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	89743970	89954792	3,7	BX470209,AL451122	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-52	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	139136890	139252828	2,3	CR392000,BX649589	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-52	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	136245044	136358376	2,3	CR392000,BX649589	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-567	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	39548287	39866309	9,7	AL590812,BX088645	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-567	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	39546287	61434589	9,7	AL590812,BX088645	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-568	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	39548287	40233029	9,7	AL590812,AL353791	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-568	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	39546287	67493903	9,7	AL590812,AL353791	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-570	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	40024797	40425834	7,10	AL353791,AL592525	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-570	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	67239087	67493903	7,10	AL353791,AL592525	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-571	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	40283030	40655667	10,14	AL592525,AL162233	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-571	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	67037174	67378616	10,14	AL592525,AL162233	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-572	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	40772229	41065387	6,4	BX664608,BX248112	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-572	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	62648431	66920612	6,4	BX664608,BX248112	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-574	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	41065388	41365793	4,12	AL953911,AL596385	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-574	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	39316977	42443732	4,12	AL953911,AL596385	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-575	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	41193215	41590159	12,13	AL596385,AL590491	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-575	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	39316977	61003887	12,13	AL596385,AL590491	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-585	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	42484085	42900132	8,5	AL591471,AC129778	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-585	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	40339067	65919554	8,5	AL591471,AC129778	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-586	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	43035200	43479693	10,2	AL513478,BX649597	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-586	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	39577723	66233120	10,2	AL513478,BX649597	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-587	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	43782544	44146460	5,6	CR788268,CR848007	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-587	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41912139	42974549	5,6	CR788268,CR848007	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-588	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	44508515	44908293	16,11	AL162415,AL935212	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-588	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	42340041	61700455	16,11	AL162415,AL935212	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-589	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	44726647	45080773	11,15	AL935212,AL391987	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-589	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	61518809	61944621	11,15	AL935212,AL391987	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-590	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	45080774	45392772	11,3	CR769775,AL845472	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-590	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41269181	62114051	11,3	CR769775,AL845472	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-591	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	45656792	46036622	9,3	AL953889,CR788264	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-591	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41483021	61944627	9,3	AL953889,CR788264	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-592	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	46036623	46454492	8,33	AL591926,AL162731	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-592	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41567354	41768585	8,33	AL591926,AL162731	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-593	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	46454493	46748544	5,4	BX005037,AL590399	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-593	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41580076	62437243	5,4	BX005037,AL590399	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-594	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	46884979	47317679	7,21	BX664724,AL953854	alignment	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-594	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41768586	62748832	7,21	BX664724,AL953854	alignment	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-595	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	47160134	65639441	21,12	AL953854,BX005040	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-595	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41768586	61231966	21,12	AL953854,BX005040	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-596	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	47160134	65639441	21,12	AL953854,BX005040	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-596	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	41768586	61231966	21,12	AL953854,BX005040	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-597	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	65819024	66022463	2,4	BX664730,CR788267	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-597	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	66632170	67549861	2,4	BX664730,CR788267	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-598	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	66022464	66404656	6,11	CR788261,AL591441	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-598	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	42974550	66854809	6,11	CR788261,AL591441	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-599	9	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	66242216	66614195	11,10	AL591441,AL512625	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-599	9	MAPPED	CM000671.2	NC_000009.12	CHROMOSOME	42974550	62958371	11,10	AL591441,AL512625	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
