# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region52	10	20031215	21797101	alt-scaffold	GL543603.1	NW_007545285.1	alt_haplotype1.MalDomGD1.0
region52	10	20031215	21797101	alt-scaffold	GL544028.1	NW_007545709.1	alt_haplotype2.MalDomGD1.0
region52	10	20031215	21797101	alt-scaffold	GL544425.1	NW_007546106.1	alt_haplotype3.MalDomGD1.0
region53	10	21804088	22676329	alt-scaffold	GL543604.1	NW_007545286.1	alt_haplotype1.MalDomGD1.0
region53	10	21804088	22676329	alt-scaffold	GL544029.1	NW_007545710.1	alt_haplotype2.MalDomGD1.0
region53	10	21804088	22676329	alt-scaffold	GL544426.1	NW_007546107.1	alt_haplotype3.MalDomGD1.0
region54	10	22803846	24039657	alt-scaffold	GL543605.1	NW_007545287.1	alt_haplotype1.MalDomGD1.0
region54	10	22803846	24039657	alt-scaffold	GL544030.1	NW_007545711.1	alt_haplotype2.MalDomGD1.0
region54	10	22803846	24039657	alt-scaffold	GL544427.1	NW_007546108.1	alt_haplotype3.MalDomGD1.0
region55	10	24143137	25589784	alt-scaffold	GL543606.1	NW_007545288.1	alt_haplotype1.MalDomGD1.0
region55	10	24143137	25589784	alt-scaffold	GL544031.1	NW_007545712.1	alt_haplotype2.MalDomGD1.0
region55	10	24143137	25589784	alt-scaffold	GL544428.1	NW_007546109.1	alt_haplotype3.MalDomGD1.0
region56	10	25640319	26447078	alt-scaffold	GL543608.1	NW_007545289.1	alt_haplotype1.MalDomGD1.0
region56	10	25640319	26447078	alt-scaffold	GL544032.1	NW_007545713.1	alt_haplotype2.MalDomGD1.0
region56	10	25640319	26447078	alt-scaffold	GL544429.1	NW_007546110.1	alt_haplotype3.MalDomGD1.0
region57	10	26597097	29325033	alt-scaffold	GL543609.1	NW_007545290.1	alt_haplotype1.MalDomGD1.0
region57	10	26597097	29325033	alt-scaffold	GL544033.1	NW_007545714.1	alt_haplotype2.MalDomGD1.0
region57	10	26597097	29325033	alt-scaffold	GL544430.1	NW_007546111.1	alt_haplotype3.MalDomGD1.0
region58	10	29489706	31017522	alt-scaffold	GL543610.1	NW_007545291.1	alt_haplotype1.MalDomGD1.0
region58	10	29489706	31017522	alt-scaffold	GL544034.1	NW_007545715.1	alt_haplotype2.MalDomGD1.0
region58	10	29489706	31017522	alt-scaffold	GL544431.1	NW_007546112.1	alt_haplotype3.MalDomGD1.0
region59	10	31034164	33079941	alt-scaffold	GL543611.1	NW_007545292.1	alt_haplotype1.MalDomGD1.0
region59	10	31034164	33079941	alt-scaffold	GL544035.1	NW_007545716.1	alt_haplotype2.MalDomGD1.0
region59	10	31034164	33079941	alt-scaffold	GL544432.1	NW_007546113.1	alt_haplotype3.MalDomGD1.0
region60	10	33132489	33382871	alt-scaffold	GL543612.1	NW_007545293.1	alt_haplotype1.MalDomGD1.0
region60	10	33132489	33382871	alt-scaffold	GL544036.1	NW_007545717.1	alt_haplotype2.MalDomGD1.0
region60	10	33132489	33382871	alt-scaffold	GL544433.1	NW_007546114.1	alt_haplotype3.MalDomGD1.0
region61	11	16739	1269269	alt-scaffold	GL543613.1	NW_007545294.1	alt_haplotype1.MalDomGD1.0
region61	11	16739	1269269	alt-scaffold	GL544037.1	NW_007545718.1	alt_haplotype2.MalDomGD1.0
region61	11	16739	1269269	alt-scaffold	GL544434.1	NW_007546115.1	alt_haplotype3.MalDomGD1.0
region62	11	1273244	2290117	alt-scaffold	GL543614.1	NW_007545295.1	alt_haplotype1.MalDomGD1.0
region62	11	1273244	2290117	alt-scaffold	GL544038.1	NW_007545719.1	alt_haplotype2.MalDomGD1.0
region62	11	1273244	2290117	alt-scaffold	GL544435.1	NW_007546116.1	alt_haplotype3.MalDomGD1.0
region63	11	2379560	3102239	alt-scaffold	GL543615.1	NW_007545296.1	alt_haplotype1.MalDomGD1.0
region63	11	2379560	3102239	alt-scaffold	GL544039.1	NW_007545720.1	alt_haplotype2.MalDomGD1.0
region63	11	2379560	3102239	alt-scaffold	GL544436.1	NW_007546117.1	alt_haplotype3.MalDomGD1.0
region64	11	3117668	8609079	alt-scaffold	GL543616.1	NW_007545297.1	alt_haplotype1.MalDomGD1.0
region64	11	3117668	8609079	alt-scaffold	GL544040.1	NW_007545721.1	alt_haplotype2.MalDomGD1.0
region64	11	3117668	8609079	alt-scaffold	GL544437.1	NW_007546118.1	alt_haplotype3.MalDomGD1.0
region65	11	8771721	10164556	alt-scaffold	GL543617.1	NW_007545298.1	alt_haplotype1.MalDomGD1.0
region65	11	8771721	10164556	alt-scaffold	GL544041.1	NW_007545722.1	alt_haplotype2.MalDomGD1.0
region65	11	8771721	10164556	alt-scaffold	GL544438.1	NW_007546119.1	alt_haplotype3.MalDomGD1.0
region66	11	10169322	12311573	alt-scaffold	GL543618.1	NW_007545299.1	alt_haplotype1.MalDomGD1.0
region66	11	10169322	12311573	alt-scaffold	GL544042.1	NW_007545723.1	alt_haplotype2.MalDomGD1.0
region66	11	10169322	12311573	alt-scaffold	GL544439.1	NW_007546120.1	alt_haplotype3.MalDomGD1.0
region67	11	12372284	14731316	alt-scaffold	GL543619.1	NW_007545300.1	alt_haplotype1.MalDomGD1.0
region67	11	12372284	14731316	alt-scaffold	GL544043.1	NW_007545724.1	alt_haplotype2.MalDomGD1.0
region67	11	12372284	14731316	alt-scaffold	GL544440.1	NW_007546121.1	alt_haplotype3.MalDomGD1.0
region68	11	14736001	16113615	alt-scaffold	GL543620.1	NW_007545301.1	alt_haplotype1.MalDomGD1.0
region68	11	14736001	16113615	alt-scaffold	GL544044.1	NW_007545725.1	alt_haplotype2.MalDomGD1.0
region68	11	14736001	16113615	alt-scaffold	GL544441.1	NW_007546122.1	alt_haplotype3.MalDomGD1.0
region69	11	16133585	16394436	alt-scaffold	GL543621.1	NW_007545302.1	alt_haplotype1.MalDomGD1.0
region69	11	16133585	16394436	alt-scaffold	GL544045.1	NW_007545726.1	alt_haplotype2.MalDomGD1.0
region70	11	16412757	17272839	alt-scaffold	GL543622.1	NW_007545303.1	alt_haplotype1.MalDomGD1.0
region70	11	16412757	17272839	alt-scaffold	GL544046.1	NW_007545727.1	alt_haplotype2.MalDomGD1.0
region70	11	16412757	17272839	alt-scaffold	GL544442.1	NW_007546123.1	alt_haplotype3.MalDomGD1.0
region71	11	17372451	17372765	alt-scaffold	GL544047.1	NW_007545728.1	alt_haplotype2.MalDomGD1.0
region72	11	17376457	17405910	alt-scaffold	GL543623.1	NW_007545304.1	alt_haplotype1.MalDomGD1.0
region73	11	17513597	18605575	alt-scaffold	GL543624.1	NW_007545305.1	alt_haplotype1.MalDomGD1.0
region73	11	17513597	18605575	alt-scaffold	GL544048.1	NW_007545729.1	alt_haplotype2.MalDomGD1.0
region73	11	17513597	18605575	alt-scaffold	GL544443.1	NW_007546124.1	alt_haplotype3.MalDomGD1.0
region74	11	18613623	18725377	alt-scaffold	GL543625.1	NW_007545306.1	alt_haplotype1.MalDomGD1.0
region74	11	18613623	18725377	alt-scaffold	GL544049.1	NW_007545730.1	alt_haplotype2.MalDomGD1.0
region75	11	18877055	19128290	alt-scaffold	GL543626.1	NW_007545307.1	alt_haplotype1.MalDomGD1.0
region75	11	18877055	19128290	alt-scaffold	GL544050.1	NW_007545731.1	alt_haplotype2.MalDomGD1.0
region75	11	18877055	19128290	alt-scaffold	GL544445.1	NW_007546126.1	alt_haplotype3.MalDomGD1.0
region76	11	19237652	19453855	alt-scaffold	GL543627.1	NW_007545308.1	alt_haplotype1.MalDomGD1.0
region76	11	19237652	19453855	alt-scaffold	GL544051.1	NW_007545732.1	alt_haplotype2.MalDomGD1.0
region76	11	19237652	19453855	alt-scaffold	GL544446.1	NW_007546127.1	alt_haplotype3.MalDomGD1.0
region77	11	19469353	19927656	alt-scaffold	GL543628.1	NW_007545309.1	alt_haplotype1.MalDomGD1.0
region77	11	19469353	19927656	alt-scaffold	GL544052.1	NW_007545733.1	alt_haplotype2.MalDomGD1.0
region78	11	19930767	20758312	alt-scaffold	GL543629.1	NW_007545310.1	alt_haplotype1.MalDomGD1.0
region78	11	19930767	20758312	alt-scaffold	GL544053.1	NW_007545734.1	alt_haplotype2.MalDomGD1.0
region78	11	19930767	20758312	alt-scaffold	GL544447.1	NW_007546128.1	alt_haplotype3.MalDomGD1.0
region79	11	20847186	24740107	alt-scaffold	GL543630.1	NW_007545311.1	alt_haplotype1.MalDomGD1.0
region79	11	20847186	24740107	alt-scaffold	GL544054.1	NW_007545735.1	alt_haplotype2.MalDomGD1.0
region79	11	20847186	24740107	alt-scaffold	GL544448.1	NW_007546129.1	alt_haplotype3.MalDomGD1.0
region80	11	24791042	24817627	alt-scaffold	GL543631.1	NW_007545312.1	alt_haplotype1.MalDomGD1.0
region80	11	24791042	24817627	alt-scaffold	GL544055.1	NW_007545736.1	alt_haplotype2.MalDomGD1.0
region81	11	24865355	26318565	alt-scaffold	GL543632.1	NW_007545313.1	alt_haplotype1.MalDomGD1.0
region81	11	24865355	26318565	alt-scaffold	GL544056.1	NW_007545737.1	alt_haplotype2.MalDomGD1.0
region81	11	24865355	26318565	alt-scaffold	GL544449.1	NW_007546130.1	alt_haplotype3.MalDomGD1.0
region82	11	26357603	26726358	alt-scaffold	GL543633.1	NW_007545314.1	alt_haplotype1.MalDomGD1.0
region82	11	26357603	26726358	alt-scaffold	GL544057.1	NW_007545738.1	alt_haplotype2.MalDomGD1.0
region82	11	26357603	26726358	alt-scaffold	GL544450.1	NW_007546131.1	alt_haplotype3.MalDomGD1.0
region83	11	26773752	30822429	alt-scaffold	GL543634.1	NW_007545315.1	alt_haplotype1.MalDomGD1.0
region83	11	26773752	30822429	alt-scaffold	GL544058.1	NW_007545739.1	alt_haplotype2.MalDomGD1.0
region83	11	26773752	30822429	alt-scaffold	GL544451.1	NW_007546132.1	alt_haplotype3.MalDomGD1.0
region83	11	26773752	30822429	alt-scaffold	GL544444.1	NW_007546125.1	alt_haplotype3.MalDomGD1.0
region84	11	30833764	31779811	alt-scaffold	GL543635.1	NW_007545316.1	alt_haplotype1.MalDomGD1.0
region84	11	30833764	31779811	alt-scaffold	GL544059.1	NW_007545740.1	alt_haplotype2.MalDomGD1.0
region84	11	30833764	31779811	alt-scaffold	GL544452.1	NW_007546133.1	alt_haplotype3.MalDomGD1.0
region85	11	31853928	33142298	alt-scaffold	GL543636.1	NW_007545317.1	alt_haplotype1.MalDomGD1.0
region85	11	31853928	33142298	alt-scaffold	GL544060.1	NW_007545741.1	alt_haplotype2.MalDomGD1.0
region85	11	31853928	33142298	alt-scaffold	GL544453.1	NW_007546134.1	alt_haplotype3.MalDomGD1.0
region86	11	33238600	35251986	alt-scaffold	GL543637.1	NW_007545318.1	alt_haplotype1.MalDomGD1.0
region86	11	33238600	35251986	alt-scaffold	GL544061.1	NW_007545742.1	alt_haplotype2.MalDomGD1.0
region86	11	33238600	35251986	alt-scaffold	GL544454.1	NW_007546135.1	alt_haplotype3.MalDomGD1.0
region87	12	27236	155053	alt-scaffold	GL543638.1	NW_007545319.1	alt_haplotype1.MalDomGD1.0
region87	12	27236	155053	alt-scaffold	GL544062.1	NW_007545743.1	alt_haplotype2.MalDomGD1.0
region88	12	159881	1833691	alt-scaffold	GL543639.1	NW_007545320.1	alt_haplotype1.MalDomGD1.0
region88	12	159881	1833691	alt-scaffold	GL544063.1	NW_007545744.1	alt_haplotype2.MalDomGD1.0
region88	12	159881	1833691	alt-scaffold	GL544455.1	NW_007546136.1	alt_haplotype3.MalDomGD1.0
region89	12	1863956	3653821	alt-scaffold	GL543640.1	NW_007545321.1	alt_haplotype1.MalDomGD1.0
region89	12	1863956	3653821	alt-scaffold	GL544064.1	NW_007545745.1	alt_haplotype2.MalDomGD1.0
region89	12	1863956	3653821	alt-scaffold	GL544456.1	NW_007546137.1	alt_haplotype3.MalDomGD1.0
region90	12	3662991	5116701	alt-scaffold	GL543641.1	NW_007545322.1	alt_haplotype1.MalDomGD1.0
region90	12	3662991	5116701	alt-scaffold	GL544065.1	NW_007545746.1	alt_haplotype2.MalDomGD1.0
region90	12	3662991	5116701	alt-scaffold	GL544457.1	NW_007546138.1	alt_haplotype3.MalDomGD1.0
region91	12	5130677	5832071	alt-scaffold	GL543642.1	NW_007545323.1	alt_haplotype1.MalDomGD1.0
region91	12	5130677	5832071	alt-scaffold	GL544066.1	NW_007545747.1	alt_haplotype2.MalDomGD1.0
region91	12	5130677	5832071	alt-scaffold	GL544458.1	NW_007546139.1	alt_haplotype3.MalDomGD1.0
region92	12	5859138	6047342	alt-scaffold	GL543643.1	NW_007545324.1	alt_haplotype1.MalDomGD1.0
region92	12	5859138	6047342	alt-scaffold	GL544067.1	NW_007545748.1	alt_haplotype2.MalDomGD1.0
region93	12	6162910	6338264	alt-scaffold	GL543644.1	NW_007545325.1	alt_haplotype1.MalDomGD1.0
region93	12	6162910	6338264	alt-scaffold	GL544068.1	NW_007545749.1	alt_haplotype2.MalDomGD1.0
region93	12	6162910	6338264	alt-scaffold	GL544459.1	NW_007546140.1	alt_haplotype3.MalDomGD1.0
region94	12	6377430	6887720	alt-scaffold	GL543645.1	NW_007545326.1	alt_haplotype1.MalDomGD1.0
region94	12	6377430	6887720	alt-scaffold	GL544069.1	NW_007545750.1	alt_haplotype2.MalDomGD1.0
region94	12	6377430	6887720	alt-scaffold	GL544460.1	NW_007546141.1	alt_haplotype3.MalDomGD1.0
region95	12	6917710	7847965	alt-scaffold	GL543646.1	NW_007545327.1	alt_haplotype1.MalDomGD1.0
region95	12	6917710	7847965	alt-scaffold	GL544070.1	NW_007545751.1	alt_haplotype2.MalDomGD1.0
region95	12	6917710	7847965	alt-scaffold	GL544461.1	NW_007546142.1	alt_haplotype3.MalDomGD1.0
region96	12	7938438	9391113	alt-scaffold	GL543647.1	NW_007545328.1	alt_haplotype1.MalDomGD1.0
region96	12	7938438	9391113	alt-scaffold	GL544071.1	NW_007545752.1	alt_haplotype2.MalDomGD1.0
region96	12	7938438	9391113	alt-scaffold	GL544462.1	NW_007546143.1	alt_haplotype3.MalDomGD1.0
region97	12	9562077	10533424	alt-scaffold	GL543648.1	NW_007545329.1	alt_haplotype1.MalDomGD1.0
region97	12	9562077	10533424	alt-scaffold	GL544072.1	NW_007545753.1	alt_haplotype2.MalDomGD1.0
region97	12	9562077	10533424	alt-scaffold	GL544463.1	NW_007546144.1	alt_haplotype3.MalDomGD1.0
region98	12	10611248	11401549	alt-scaffold	GL543649.1	NW_007545330.1	alt_haplotype1.MalDomGD1.0
region98	12	10611248	11401549	alt-scaffold	GL544073.1	NW_007545754.1	alt_haplotype2.MalDomGD1.0
region98	12	10611248	11401549	alt-scaffold	GL544464.1	NW_007546145.1	alt_haplotype3.MalDomGD1.0
region99	12	11540944	11775907	alt-scaffold	GL543650.1	NW_007545331.1	alt_haplotype1.MalDomGD1.0
region99	12	11540944	11775907	alt-scaffold	GL544074.1	NW_007545755.1	alt_haplotype2.MalDomGD1.0
region99	12	11540944	11775907	alt-scaffold	GL544465.1	NW_007546146.1	alt_haplotype3.MalDomGD1.0
region100	12	11912050	13227578	alt-scaffold	GL543651.1	NW_007545332.1	alt_haplotype1.MalDomGD1.0
region100	12	11912050	13227578	alt-scaffold	GL544075.1	NW_007545756.1	alt_haplotype2.MalDomGD1.0
region100	12	11912050	13227578	alt-scaffold	GL544466.1	NW_007546147.1	alt_haplotype3.MalDomGD1.0
region101	12	13336859	14842863	alt-scaffold	GL543652.1	NW_007545333.1	alt_haplotype1.MalDomGD1.0
region101	12	13336859	14842863	alt-scaffold	GL544076.1	NW_007545757.1	alt_haplotype2.MalDomGD1.0
region101	12	13336859	14842863	alt-scaffold	GL544467.1	NW_007546148.1	alt_haplotype3.MalDomGD1.0
region102	12	14844244	16814239	alt-scaffold	GL543653.1	NW_007545334.1	alt_haplotype1.MalDomGD1.0
region102	12	14844244	16814239	alt-scaffold	GL544077.1	NW_007545758.1	alt_haplotype2.MalDomGD1.0
region102	12	14844244	16814239	alt-scaffold	GL544468.1	NW_007546149.1	alt_haplotype3.MalDomGD1.0
region103	12	16866364	17204950	alt-scaffold	GL543654.1	NW_007545335.1	alt_haplotype1.MalDomGD1.0
region103	12	16866364	17204950	alt-scaffold	GL544078.1	NW_007545759.1	alt_haplotype2.MalDomGD1.0
region103	12	16866364	17204950	alt-scaffold	GL544469.1	NW_007546150.1	alt_haplotype3.MalDomGD1.0
region104	12	17238958	18020684	alt-scaffold	GL543655.1	NW_007545336.1	alt_haplotype1.MalDomGD1.0
region104	12	17238958	18020684	alt-scaffold	GL544079.1	NW_007545760.1	alt_haplotype2.MalDomGD1.0
region104	12	17238958	18020684	alt-scaffold	GL544470.1	NW_007546151.1	alt_haplotype3.MalDomGD1.0
region105	12	18126943	19140396	alt-scaffold	GL543656.1	NW_007545337.1	alt_haplotype1.MalDomGD1.0
region105	12	18126943	19140396	alt-scaffold	GL544080.1	NW_007545761.1	alt_haplotype2.MalDomGD1.0
region105	12	18126943	19140396	alt-scaffold	GL544471.1	NW_007546152.1	alt_haplotype3.MalDomGD1.0
region106	12	19210768	20462862	alt-scaffold	GL543657.1	NW_007545338.1	alt_haplotype1.MalDomGD1.0
region106	12	19210768	20462862	alt-scaffold	GL544081.1	NW_007545762.1	alt_haplotype2.MalDomGD1.0
region106	12	19210768	20462862	alt-scaffold	GL544472.1	NW_007546153.1	alt_haplotype3.MalDomGD1.0
region107	12	20474227	23059164	alt-scaffold	GL543658.1	NW_007545339.1	alt_haplotype1.MalDomGD1.0
region107	12	20474227	23059164	alt-scaffold	GL544082.1	NW_007545763.1	alt_haplotype2.MalDomGD1.0
region107	12	20474227	23059164	alt-scaffold	GL544473.1	NW_007546154.1	alt_haplotype3.MalDomGD1.0
region108	12	23104264	23557905	alt-scaffold	GL543659.1	NW_007545340.1	alt_haplotype1.MalDomGD1.0
region108	12	23104264	23557905	alt-scaffold	GL544083.1	NW_007545764.1	alt_haplotype2.MalDomGD1.0
region108	12	23104264	23557905	alt-scaffold	GL544474.1	NW_007546155.1	alt_haplotype3.MalDomGD1.0
region109	12	23619053	31657379	alt-scaffold	GL543660.1	NW_007545341.1	alt_haplotype1.MalDomGD1.0
region109	12	23619053	31657379	alt-scaffold	GL544084.1	NW_007545765.1	alt_haplotype2.MalDomGD1.0
region109	12	23619053	31657379	alt-scaffold	GL544475.1	NW_007546156.1	alt_haplotype3.MalDomGD1.0
region110	13	157	8942755	alt-scaffold	GL543661.1	NW_007545342.1	alt_haplotype1.MalDomGD1.0
region110	13	157	8942755	alt-scaffold	GL544085.1	NW_007545766.1	alt_haplotype2.MalDomGD1.0
region110	13	157	8942755	alt-scaffold	GL544476.1	NW_007546157.1	alt_haplotype3.MalDomGD1.0
region111	13	8985099	9264045	alt-scaffold	GL543662.1	NW_007545343.1	alt_haplotype1.MalDomGD1.0
region111	13	8985099	9264045	alt-scaffold	GL544086.1	NW_007545767.1	alt_haplotype2.MalDomGD1.0
region111	13	8985099	9264045	alt-scaffold	GL544477.1	NW_007546158.1	alt_haplotype3.MalDomGD1.0
region112	13	9370698	10379237	alt-scaffold	GL543663.1	NW_007545344.1	alt_haplotype1.MalDomGD1.0
region112	13	9370698	10379237	alt-scaffold	GL544087.1	NW_007545768.1	alt_haplotype2.MalDomGD1.0
region112	13	9370698	10379237	alt-scaffold	GL544478.1	NW_007546159.1	alt_haplotype3.MalDomGD1.0
region113	13	10525876	11184968	alt-scaffold	GL543664.1	NW_007545345.1	alt_haplotype1.MalDomGD1.0
region113	13	10525876	11184968	alt-scaffold	GL544088.1	NW_007545769.1	alt_haplotype2.MalDomGD1.0
region113	13	10525876	11184968	alt-scaffold	GL544479.1	NW_007546160.1	alt_haplotype3.MalDomGD1.0
region114	13	11266083	12655202	alt-scaffold	GL543665.1	NW_007545346.1	alt_haplotype1.MalDomGD1.0
region114	13	11266083	12655202	alt-scaffold	GL544089.1	NW_007545770.1	alt_haplotype2.MalDomGD1.0
region114	13	11266083	12655202	alt-scaffold	GL544480.1	NW_007546161.1	alt_haplotype3.MalDomGD1.0
region115	13	12715479	13471999	alt-scaffold	GL543666.1	NW_007545347.1	alt_haplotype1.MalDomGD1.0
region115	13	12715479	13471999	alt-scaffold	GL544090.1	NW_007545771.1	alt_haplotype2.MalDomGD1.0
region115	13	12715479	13471999	alt-scaffold	GL544481.1	NW_007546162.1	alt_haplotype3.MalDomGD1.0
region116	13	13475385	14278392	alt-scaffold	GL543667.1	NW_007545348.1	alt_haplotype1.MalDomGD1.0
region116	13	13475385	14278392	alt-scaffold	GL543682.1	NW_007545363.1	alt_haplotype1.MalDomGD1.0
region116	13	13475385	14278392	alt-scaffold	GL544091.1	NW_007545772.1	alt_haplotype2.MalDomGD1.0
region116	13	13475385	14278392	alt-scaffold	GL544482.1	NW_007546163.1	alt_haplotype3.MalDomGD1.0
region117	13	14322444	14804862	alt-scaffold	GL543668.1	NW_007545349.1	alt_haplotype1.MalDomGD1.0
region117	13	14322444	14804862	alt-scaffold	GL544092.1	NW_007545773.1	alt_haplotype2.MalDomGD1.0
region117	13	14322444	14804862	alt-scaffold	GL544483.1	NW_007546164.1	alt_haplotype3.MalDomGD1.0
region118	13	14888515	15485460	alt-scaffold	GL543669.1	NW_007545350.1	alt_haplotype1.MalDomGD1.0
region118	13	14888515	15485460	alt-scaffold	GL544093.1	NW_007545774.1	alt_haplotype2.MalDomGD1.0
region118	13	14888515	15485460	alt-scaffold	GL544484.1	NW_007546165.1	alt_haplotype3.MalDomGD1.0
region119	13	15630131	16204853	alt-scaffold	GL543670.1	NW_007545351.1	alt_haplotype1.MalDomGD1.0
region119	13	15630131	16204853	alt-scaffold	GL544094.1	NW_007545775.1	alt_haplotype2.MalDomGD1.0
region119	13	15630131	16204853	alt-scaffold	GL544485.1	NW_007546166.1	alt_haplotype3.MalDomGD1.0
region120	13	16215151	16979689	alt-scaffold	GL543671.1	NW_007545352.1	alt_haplotype1.MalDomGD1.0
region120	13	16215151	16979689	alt-scaffold	GL544095.1	NW_007545776.1	alt_haplotype2.MalDomGD1.0
region120	13	16215151	16979689	alt-scaffold	GL544486.1	NW_007546167.1	alt_haplotype3.MalDomGD1.0
region121	13	16986277	20079734	alt-scaffold	GL543672.1	NW_007545353.1	alt_haplotype1.MalDomGD1.0
region121	13	16986277	20079734	alt-scaffold	GL544096.1	NW_007545777.1	alt_haplotype2.MalDomGD1.0
region121	13	16986277	20079734	alt-scaffold	GL544487.1	NW_007546168.1	alt_haplotype3.MalDomGD1.0
region122	13	20085866	20967201	alt-scaffold	GL543673.1	NW_007545354.1	alt_haplotype1.MalDomGD1.0
region122	13	20085866	20967201	alt-scaffold	GL544097.1	NW_007545778.1	alt_haplotype2.MalDomGD1.0
region122	13	20085866	20967201	alt-scaffold	GL544488.1	NW_007546169.1	alt_haplotype3.MalDomGD1.0
region123	13	20992306	22205991	alt-scaffold	GL543674.1	NW_007545355.1	alt_haplotype1.MalDomGD1.0
region123	13	20992306	22205991	alt-scaffold	GL544098.1	NW_007545779.1	alt_haplotype2.MalDomGD1.0
region123	13	20992306	22205991	alt-scaffold	GL544489.1	NW_007546170.1	alt_haplotype3.MalDomGD1.0
region124	13	22240033	24589286	alt-scaffold	GL543675.1	NW_007545356.1	alt_haplotype1.MalDomGD1.0
region124	13	22240033	24589286	alt-scaffold	GL544099.1	NW_007545780.1	alt_haplotype2.MalDomGD1.0
region124	13	22240033	24589286	alt-scaffold	GL544490.1	NW_007546171.1	alt_haplotype3.MalDomGD1.0
region125	13	24630096	25820556	alt-scaffold	GL543676.1	NW_007545357.1	alt_haplotype1.MalDomGD1.0
region125	13	24630096	25820556	alt-scaffold	GL544100.1	NW_007545781.1	alt_haplotype2.MalDomGD1.0
region125	13	24630096	25820556	alt-scaffold	GL544491.1	NW_007546172.1	alt_haplotype3.MalDomGD1.0
region126	13	25824182	26358264	alt-scaffold	GL543677.1	NW_007545358.1	alt_haplotype1.MalDomGD1.0
region126	13	25824182	26358264	alt-scaffold	GL544101.1	NW_007545782.1	alt_haplotype2.MalDomGD1.0
region126	13	25824182	26358264	alt-scaffold	GL544492.1	NW_007546173.1	alt_haplotype3.MalDomGD1.0
region127	13	26367504	26786776	alt-scaffold	GL543678.1	NW_007545359.1	alt_haplotype1.MalDomGD1.0
region127	13	26367504	26786776	alt-scaffold	GL544102.1	NW_007545783.1	alt_haplotype2.MalDomGD1.0
region127	13	26367504	26786776	alt-scaffold	GL544493.1	NW_007546174.1	alt_haplotype3.MalDomGD1.0
region128	13	26794753	27127160	alt-scaffold	GL543679.1	NW_007545360.1	alt_haplotype1.MalDomGD1.0
region128	13	26794753	27127160	alt-scaffold	GL544103.1	NW_007545784.1	alt_haplotype2.MalDomGD1.0
region128	13	26794753	27127160	alt-scaffold	GL544494.1	NW_007546175.1	alt_haplotype3.MalDomGD1.0
region129	13	27127262	27491842	alt-scaffold	GL543680.1	NW_007545361.1	alt_haplotype1.MalDomGD1.0
region129	13	27127262	27491842	alt-scaffold	GL544104.1	NW_007545785.1	alt_haplotype2.MalDomGD1.0
region130	13	27547363	27799544	alt-scaffold	GL543681.1	NW_007545362.1	alt_haplotype1.MalDomGD1.0
region130	13	27547363	27799544	alt-scaffold	GL544105.1	NW_007545786.1	alt_haplotype2.MalDomGD1.0
region130	13	27547363	27799544	alt-scaffold	GL544495.1	NW_007546176.1	alt_haplotype3.MalDomGD1.0
region131	13	28008286	31536769	alt-scaffold	GL543683.1	NW_007545364.1	alt_haplotype1.MalDomGD1.0
region131	13	28008286	31536769	alt-scaffold	GL544106.1	NW_007545787.1	alt_haplotype2.MalDomGD1.0
region131	13	28008286	31536769	alt-scaffold	GL544496.1	NW_007546177.1	alt_haplotype3.MalDomGD1.0
region132	13	31638182	31640170	alt-scaffold	GL543684.1	NW_007545365.1	alt_haplotype1.MalDomGD1.0
region133	13	31676165	31914606	alt-scaffold	GL543685.1	NW_007545366.1	alt_haplotype1.MalDomGD1.0
region133	13	31676165	31914606	alt-scaffold	GL544107.1	NW_007545788.1	alt_haplotype2.MalDomGD1.0
region133	13	31676165	31914606	alt-scaffold	GL544497.1	NW_007546178.1	alt_haplotype3.MalDomGD1.0
region134	13	32066953	33560569	alt-scaffold	GL543686.1	NW_007545367.1	alt_haplotype1.MalDomGD1.0
region134	13	32066953	33560569	alt-scaffold	GL544108.1	NW_007545789.1	alt_haplotype2.MalDomGD1.0
region134	13	32066953	33560569	alt-scaffold	GL544498.1	NW_007546179.1	alt_haplotype3.MalDomGD1.0
region135	13	33568969	34705705	alt-scaffold	GL543687.1	NW_007545368.1	alt_haplotype1.MalDomGD1.0
region135	13	33568969	34705705	alt-scaffold	GL544109.1	NW_007545790.1	alt_haplotype2.MalDomGD1.0
